TABLE_NAME,COLUMN_NAME,DATA_TYPE,MAX_LENGTH,PRECISION,SCALE,IS_NULLABLE,COLUMN_ORDER,ROW_COUNT
EPS_July19_Invoice_V1,Billing_Type,TEXT,127,,,1,5,0
EPS_July19_Invoice_V1,Price_Per_Chart,TEXT,127,,,1,6,0
EPS_July19_Invoice_V1,Invoice_No,TEXT,127,,,1,7,0
EPS_July19_Invoice_V1,Invoice_Date,TIMESTAMP_NTZ,,,,1,8,0
EPS_July19_Invoice_V1,Invoice_Comments,TEXT,127,,,1,9,0
EPS_July19_Invoice_V1,ClientProjectId,NUMBER,,38,0,1,10,0
EPS_June19Invoice_V1_2001190147,ProjectKey,FLOAT,,,,1,1,0
EPS_June19Invoice_V1_2001190147,Queue,TEXT,127,,,1,2,0
EPS_June19Invoice_V1_2001190147,ClientReference,FLOAT,,,,1,3,0
EPS_June19Invoice_V1_2001190147,FileName,TEXT,127,,,1,4,0
EPS_June19Invoice_V1_2001190147,Billing_Type,TEXT,127,,,1,5,0
EPS_June19Invoice_V1_2001190147,Price_Per_Chart,FLOAT,,,,1,6,0
EPS_June19Invoice_V1_2001190147,Invoice_No,FLOAT,,,,1,7,0
EPS_June19Invoice_V1_2001190147,Invoice_Date,TIMESTAMP_NTZ,,,,1,8,0
EPS_June19Invoice_V1_2001190147,Invoice_Comments,TEXT,127,,,1,9,0
EPS_June19Invoice_V1_2001190147,ClientProjectId,NUMBER,,38,0,1,10,0
EPS_MenuMaster,ID,NUMBER,,38,0,0,1,0
EPS_MenuMaster,Name,TEXT,150,,,1,2,0
EPS_MenuMaster,DisplayName,TEXT,300,,,1,3,0
EPS_MenuMaster,ParentID,NUMBER,,38,0,1,4,0
EPS_MenuMaster,NavigationURL,TEXT,800,,,1,5,0
EPS_MenuMaster,IsVisible,BOOLEAN,,,,1,6,0
EPS_MenuMaster,DefaultOrderNo,NUMBER,,38,0,1,7,0
EPS_MenuMaster,DefaultAccessRole,TEXT,20,,,1,8,0
EPS_MenuMaster,DefaultDisplayType,TEXT,10,,,1,9,0
EPS_MenuMaster,CreatedBy,TEXT,50,,,1,10,0
EPS_MenuMaster,CreatedDate,TEXT,255,,,1,11,0
EPS_MenuMaster,ModifiedBy,TEXT,50,,,1,12,0
EPS_MenuMaster,ModifiedDate,TEXT,255,,,1,13,0
EPS_MenuMaster_BKP_MP,ID,NUMBER,,38,0,0,1,0
EPS_MenuMaster_BKP_MP,Name,TEXT,150,,,1,2,0
EPS_MenuMaster_BKP_MP,DisplayName,TEXT,300,,,1,3,0
EPS_MenuMaster_BKP_MP,ParentID,NUMBER,,38,0,1,4,0
EPS_MenuMaster_BKP_MP,NavigationURL,TEXT,800,,,1,5,0
EPS_MenuMaster_BKP_MP,IsVisible,BOOLEAN,,,,1,6,0
EPS_MenuMaster_BKP_MP,DefaultOrderNo,NUMBER,,38,0,1,7,0
EPS_MenuMaster_BKP_MP,DefaultAccessRole,TEXT,20,,,1,8,0
EPS_MenuMaster_BKP_MP,DefaultDisplayType,TEXT,10,,,1,9,0
EPS_MenuMaster_BKP_MP,CreatedBy,TEXT,50,,,1,10,0
EPS_MenuMaster_BKP_MP,CreatedDate,TEXT,255,,,1,11,0
EPS_MenuMaster_BKP_MP,ModifiedBy,TEXT,50,,,1,12,0
EPS_MenuMaster_BKP_MP,ModifiedDate,TEXT,255,,,1,13,0
EPS_Move_Status_Stage,ChartId,TEXT,255,,,1,1,0
EPS_Move_Status_Stage,OverallStatus,TEXT,16777216,,,1,2,0
EPS_Move_Status_Stage,Client,TEXT,16777216,,,1,3,0
EPS_Move_Status_Stage,Project,TEXT,16777216,,,1,4,0
EPS_Move_Status_Stage,ClientKey,TEXT,16777216,,,1,5,0
EPS_Move_Status_Stage,ProjectKey,TEXT,16777216,,,1,6,0
EPS_Move_Status_Stage,Queue,TEXT,16777216,,,1,7,0
EPS_Move_Status_Stage,Comment,TEXT,16777216,,,1,8,0
EPS_Role_Menu,ID,NUMBER,,38,0,0,1,0
EPS_Role_Menu,RoleID,NUMBER,,38,0,1,2,0
EPS_Role_Menu,MenuName,TEXT,100,,,1,3,0
EPS_Roles,RoleID,NUMBER,,38,0,0,1,0
EPS_Roles,RoleName,TEXT,10,,,1,2,0
EPS_Roles,Description,TEXT,255,,,1,3,0
EPS_Stage,Id,NUMBER,,38,0,0,1,0
EPS_Stage,ClientProjectId,NUMBER,,38,0,1,2,0
EPS_Stage,ClientMarket,TEXT,512,,,1,3,0
EPS_Stage,ReceivedDate,TIMESTAMP_NTZ,,,,0,4,0
EPS_Stage,ClientReference,TEXT,40,,,1,5,0
EPS_Stage,FileName,TEXT,512,,,0,6,0
EPS_Stage,NoOfPages,NUMBER,,38,0,1,7,0
EPS_Stage,OverallStatus,TEXT,512,,,1,8,0
EPS_Stage,UploadedDate,TIMESTAMP_NTZ,,,,1,9,0
EPS_Stage,UploadedBy,NUMBER,,38,0,1,10,0
EPS_Stage,Page,TEXT,10,,,1,11,0
EPS_Stage,Specialty,TEXT,255,,,1,12,0
EPS_Stage,Complexity,TEXT,255,,,1,13,0
EPS_Stage,Clinic,TEXT,255,,,1,14,0
EPS_Stage,EmeraldBarcode,TEXT,255,,,1,15,0
EPS_Stage,ChartType,TEXT,255,,,1,16,0
EPS_Stage_18325,Id,NUMBER,,38,0,0,1,0
EPS_Stage_18325,ClientProjectId,NUMBER,,38,0,1,2,0
EPS_Stage_18325,ClientMarket,TEXT,512,,,1,3,0
EPS_Stage_18325,ReceivedDate,TIMESTAMP_NTZ,,,,0,4,0
EPS_Stage_18325,ClientReference,TEXT,40,,,1,5,0
EPS_Stage_18325,FileName,TEXT,512,,,0,6,0
EPS_Stage_18325,NoOfPages,NUMBER,,38,0,1,7,0
EPS_Stage_18325,OverallStatus,TEXT,512,,,1,8,0
EPS_Stage_18325,UploadedDate,TIMESTAMP_NTZ,,,,1,9,0
EPS_Stage_18325,UploadedBy,NUMBER,,38,0,1,10,0
EPS_Stage_18325,Page,TEXT,10,,,1,11,0
EPS_Stage_18325,Specialty,TEXT,255,,,1,12,0
EPS_Stage_18325,Complexity,TEXT,255,,,1,13,0
EPS_Stage_18325,Clinic,TEXT,255,,,1,14,0
EPS_Stage_18325,EmeraldBarcode,TEXT,255,,,1,15,0
EPS_Stage_18325,ChartType,TEXT,255,,,1,16,0
EPS_Stage_2,Id,NUMBER,,38,0,0,1,0
EPS_Stage_2,ClientProjectId,NUMBER,,38,0,1,2,0
EPS_Stage_2,ClientMarket,TEXT,512,,,1,3,0
EPS_Stage_2,ReceivedDate,TIMESTAMP_NTZ,,,,0,4,0
EPS_Stage_2,ClientReference,TEXT,40,,,1,5,0
EPS_Stage_2,FileName,TEXT,512,,,0,6,0
EPS_Stage_2,NoOfPages,NUMBER,,38,0,1,7,0
EPS_Stage_2,OverallStatus,TEXT,512,,,1,8,0
EPS_Stage_2,UploadedDate,TIMESTAMP_NTZ,,,,1,9,0
EPS_Stage_2,UploadedBy,NUMBER,,38,0,1,10,0
EPS_Stage_2,Page,TEXT,10,,,1,11,0
EPS_Stage_2,Specialty,TEXT,255,,,1,12,0
EPS_Stage_2,Complexity,TEXT,255,,,1,13,0
EPS_Stage_2,Clinic,TEXT,255,,,1,14,0
EPS_Stage_2,EmeraldBarcode,TEXT,255,,,1,15,0
EPS_Stage_2,ChartType,TEXT,255,,,1,16,0
EPS_Stage_BulkDelete,ClientProjectId,NUMBER,,38,0,1,1,0
EPS_Stage_BulkDelete,ClientMarket,TEXT,512,,,1,2,0
EPS_Stage_BulkDelete,ReceivedDate,TIMESTAMP_NTZ,,,,1,3,0
EPS_Stage_BulkDelete,ClientReference,TEXT,40,,,1,4,0
EPS_Stage_BulkDelete,FileName,TEXT,512,,,1,5,0
EPS_Stage_BulkDelete,UploadedBy,TEXT,255,,,1,6,0
EPS_Stage_BulkDelete,id,NUMBER,,38,0,0,7,0
EPS_Stage_BulkDelete_bk,ClientProjectId,NUMBER,,38,0,1,1,0
EPS_Stage_BulkDelete_bk,ClientMarket,TEXT,512,,,1,2,0
EPS_Stage_BulkDelete_bk,ReceivedDate,TIMESTAMP_NTZ,,,,1,3,0
EPS_Stage_BulkDelete_bk,ClientReference,TEXT,30,,,1,4,0
EPS_Stage_BulkDelete_bk,FileName,TEXT,512,,,1,5,0
EPS_Stage_BulkDelete_bk,UploadedBy,TEXT,255,,,1,6,0
EPS_Stage_BulkDelete_bk,id,NUMBER,,38,0,0,7,0
EPS_Stage_bk,Id,NUMBER,,38,0,0,1,0
EPS_Stage_bk,ClientProjectId,NUMBER,,38,0,1,2,0
EPS_Stage_bk,ClientMarket,TEXT,512,,,1,3,0
EPS_Stage_bk,ReceivedDate,TIMESTAMP_NTZ,,,,0,4,0
EPS_Stage_bk,ClientReference,TEXT,30,,,0,5,0
EPS_Stage_bk,FileName,TEXT,512,,,0,6,0
EPS_Stage_bk,NoOfPages,NUMBER,,38,0,1,7,0
EPS_Stage_bk,OverallStatus,TEXT,512,,,1,8,0
EPS_Stage_bk,UploadedDate,TIMESTAMP_NTZ,,,,1,9,0
EPS_Stage_bk,UploadedBy,NUMBER,,38,0,1,10,0
EPS_Stage_bk,Page,TEXT,10,,,1,11,0
EPS_Stage_bk,Specialty,TEXT,255,,,1,12,0
EPS_Stage_bk,Complexity,TEXT,255,,,1,13,0
EPS_Stage_bk,Clinic,TEXT,255,,,1,14,0
Employee,Id,TEXT,255,,,0,1,0
Employee,FirstName,TEXT,255,,,0,2,0
Employee,LastName,TEXT,255,,,0,3,0
Employee,LocationId,NUMBER,,38,0,0,4,0
Employee,IsActive,BOOLEAN,,,,0,5,0
EmployeeLevel,Id,TEXT,255,,,0,1,0
EmployeeLevel,EmployeeId,TEXT,255,,,0,2,0
EmployeeLevel,ClientProjectId,NUMBER,,38,0,0,3,0
EmployeeLevel,LevelNumber,NUMBER,,38,0,0,4,0
EmployeeLevel,IsAdmin,BOOLEAN,,,,0,5,0
EmployeeLevel,IsReportUser,BOOLEAN,,,,1,6,0
EmployeeLevel,IsActive,BOOLEAN,,,,0,7,0
EmployeeLevel_06Sep2023,Id,TEXT,255,,,0,1,0
EmployeeLevel_06Sep2023,EmployeeId,TEXT,255,,,0,2,0
EmployeeLevel_06Sep2023,ClientProjectId,NUMBER,,38,0,0,3,0
EmployeeLevel_06Sep2023,LevelNumber,NUMBER,,38,0,0,4,0
EmployeeLevel_06Sep2023,IsAdmin,BOOLEAN,,,,0,5,0
EmployeeLevel_06Sep2023,IsReportUser,BOOLEAN,,,,1,6,0
EmployeeLevel_06Sep2023,IsActive,BOOLEAN,,,,0,7,0
EmployeeLevel_16122024,Id,TEXT,255,,,0,1,0
EmployeeLevel_16122024,EmployeeId,TEXT,255,,,0,2,0
EmployeeLevel_16122024,ClientProjectId,NUMBER,,38,0,0,3,0
EmployeeLevel_16122024,LevelNumber,NUMBER,,38,0,0,4,0
EmployeeLevel_16122024,IsAdmin,BOOLEAN,,,,0,5,0
EmployeeLevel_16122024,IsReportUser,BOOLEAN,,,,1,6,0
EmployeeLevel_16122024,IsActive,BOOLEAN,,,,0,7,0
EmployeeLevel_InActive,Id,TEXT,255,,,1,1,0
EmployeeLevel_InActive,EmployeeId,TEXT,255,,,0,2,0
EmployeeLevel_InActive,ClientProjectId,NUMBER,,38,0,0,3,0
EmployeeLevel_InActive,LevelNumber,NUMBER,,38,0,0,4,0
EmployeeLevel_InActive,IsAdmin,BOOLEAN,,,,0,5,0
EmployeeLevel_InActive,IsReportUser,BOOLEAN,,,,1,6,0
EmployeeLevel_InActive,IsActive,BOOLEAN,,,,0,7,0
EmployeeLevel_InActive,Emp_InactiveId,NUMBER,,38,0,0,8,0
ErrorLogs,ID,NUMBER,,38,0,0,1,0
ErrorLogs,UserName,TEXT,128,,,1,2,0
ErrorLogs,TimeStamp,TIMESTAMP_NTZ,,,,1,3,0
ErrorLogs,MessageType,TEXT,50,,,1,4,0
ErrorLogs,Message,TEXT,16777216,,,1,5,0
ErrorLogs,Module,TEXT,16777216,,,1,6,0
ErrorLogs,FromIP,TEXT,20,,,1,7,0
ErrorLogs,LogType,TEXT,30,,,1,8,0
Errorlog,id,NUMBER,,38,0,0,1,0
Errorlog,create_date,TIMESTAMP_NTZ,,,,1,2,0
Errorlog,error_procedure,TEXT,255,,,1,3,0
Errorlog,error_number,NUMBER,,38,0,1,4,0
Errorlog,error_line,TEXT,255,,,1,5,0
Errorlog,error_message,TEXT,2000,,,1,6,0
Errorlog,reference,TEXT,128,,,1,7,0
Import Template,ClientKey,TEXT,50,,,1,1,0
Import Template,ProjectKey,TEXT,50,,,1,2,0
Import Template,Queue,TEXT,50,,,1,3,0
Import Template,Market,TEXT,50,,,1,4,0
Import Template,File Name,TEXT,50,,,1,5,0
Import Template,GMPI,TEXT,50,,,1,6,0
Import Template,Import Date,TEXT,50,,,1,7,0
Import Template,Page,TEXT,50,,,1,8,0
Import Template,Specialty,TEXT,50,,,1,9,0
Import Template,Complexity,TEXT,50,,,1,10,0
Import Template,Clinic,TEXT,50,,,1,11,0
Import Template,Emerald Barcode,TEXT,50,,,1,12,0
Import Template,ChartType,TEXT,50,,,1,13,0
JobsConfig,ID,NUMBER,,38,0,0,1,0
JobsConfig,JobName,TEXT,255,,,0,2,0
JobsConfig,ConfigName,TEXT,255,,,0,3,0
JobsConfig,ConfigValue,TEXT,255,,,0,4,0
LogDetails,Id,NUMBER,,38,0,0,1,0
LogDetails,UserID,TEXT,255,,,1,2,0
LogDetails,PageName,TEXT,255,,,1,3,0
LogDetails,EventType,TEXT,255,,,1,4,0
LogDetails,Message,TEXT,255,,,1,5,0
LogDetails,SessionID,TEXT,255,,,1,6,0
LogDetails,sessiontime,TIMESTAMP_NTZ,,,,1,7,0
LogDetails,ClientProjectId,TEXT,50,,,1,8,0
Lookup,Id,NUMBER,,38,0,0,1,0
Lookup,ClientProjectId,NUMBER,,38,0,1,2,0
Lookup,Name,TEXT,255,,,0,3,0
Lookup,Category,TEXT,50,,,0,4,0
Lookup,DisplayOrder,NUMBER,,38,0,0,5,0
Lookup,IsActive,BOOLEAN,,,,1,6,0
Lookup_InActive,Id,NUMBER,,38,0,1,1,0
Lookup_InActive,ClientProjectId,NUMBER,,38,0,1,2,0
Lookup_InActive,Name,TEXT,255,,,0,3,0
Lookup_InActive,Category,TEXT,50,,,0,4,0
Lookup_InActive,DisplayOrder,NUMBER,,38,0,0,5,0
Lookup_InActive,IsActive,BOOLEAN,,,,1,6,0
Mail_lookup,id,NUMBER,,38,0,0,1,0
Mail_lookup,eventName,TEXT,300,,,0,2,0
Mail_lookup,fromMailId,TEXT,300,,,1,3,0
Mail_lookup,toMailId,TEXT,300,,,1,4,0
Mail_lookup,modifiedBy,TEXT,150,,,1,5,0
Mail_lookup,modifiedDate,TIMESTAMP_NTZ,,,,1,6,0
Optum_Chart_Update_stg,ClientProjectId,TEXT,255,,,1,1,0
Optum_Chart_Update_stg,ProjectKey,TEXT,10,,,1,2,0
Optum_Chart_Update_stg,Queue,TEXT,127,,,1,3,0
Optum_Chart_Update_stg,ClientReference,TEXT,20,,,1,4,0
Optum_Chart_Update_stg,FileName,TEXT,256,,,1,5,0
Optum_Chart_Update_stg,EmeraldBarcode,TEXT,255,,,1,6,0
Optum_Chart_Update_stg,ChartType,TEXT,255,,,1,7,0
Optum_Chart_Update_stg_bk,ClientProjectId,TEXT,255,,,1,1,0
Optum_Chart_Update_stg_bk,ProjectKey,TEXT,10,,,1,2,0
Optum_Chart_Update_stg_bk,Queue,TEXT,127,,,1,3,0
Optum_Chart_Update_stg_bk,ClientReference,TEXT,20,,,1,4,0
Optum_Chart_Update_stg_bk,FileName,TEXT,256,,,1,5,0
Optum_Chart_Update_stg_bk,EmeraldBarcode,TEXT,255,,,1,6,0
Optum_Chart_Update_stg_bk,ChartType,TEXT,255,,,1,7,0
PasswordHistory,Id,TEXT,255,,,0,1,0
PasswordHistory,Username,TEXT,128,,,1,2,0
PasswordHistory,Password,TEXT,64,,,1,3,0
PasswordHistory,LastUpdatedDate,TIMESTAMP_NTZ,,,,1,4,0
ProjectDeletion2025,id,NUMBER,,38,0,0,1,0
ProjectDeletion2025,clientprojectid,NUMBER,,38,0,0,2,0
ProjectDeletion2025,queue,TEXT,255,,,1,3,0
ProjectDeletion2025,client,TEXT,255,,,1,4,0
ProjectDeletion2025,clientkey,TEXT,20,,,1,5,0
ProjectDeletion2025,project,TEXT,255,,,1,6,0
ProjectDeletion2025,ProjectKey,TEXT,20,,,1,7,0
ReallocateChartUpdate,ChartId,FLOAT,,,,1,1,0
ReallocateChartUpdate,ClientKey,TEXT,127,,,1,2,0
ReallocateChartUpdate,Client,TEXT,127,,,1,3,0
ReallocateChartUpdate,ProjectKey,TEXT,127,,,1,4,0
ReallocateChartUpdate,Project,TEXT,127,,,1,5,0
ReallocateChartUpdate,Queue,TEXT,127,,,1,6,0
ReallocateChartUpdate,ClientMarket,TEXT,127,,,1,7,0
ReallocateChartUpdate,Reference,TEXT,127,,,1,8,0
ReallocateChartUpdate,GMPI,TEXT,127,,,1,9,0
ReallocateChartUpdate,Imported date,TIMESTAMP_NTZ,,,,1,10,0
ReallocateChartUpdate,ReceivedDate,TIMESTAMP_NTZ,,,,1,11,0
ReallocateChartUpdate,OverallStatus,TEXT,127,,,1,12,0
ReallocateChartUpdate,#Encounters,FLOAT,,,,1,13,0
ReallocateChartUpdate,L1StartDate,TIMESTAMP_NTZ,,,,1,14,0
ReallocateChartUpdate,L1EndDate,TIMESTAMP_NTZ,,,,1,15,0
ReallocateChartUpdate,L1TimeTaken,FLOAT,,,,1,16,0
ReallocateChartUpdate,L1Resource,TEXT,127,,,1,17,0
ReallocateChartUpdate,L1StatusComment,TEXT,127,,,1,18,0
ReallocateChartUpdate,L1NumberOfDxCodes,FLOAT,,,,1,19,0
ReallocateChartUpdate,Pages,TEXT,127,,,1,20,0
ReallocateChartUpdate,Range,TEXT,127,,,1,21,0
ReallocateChartUpdate,Imported date1,TIMESTAMP_NTZ,,,,1,22,0
ReallocateChartUpdate,ChartId1,FLOAT,,,,1,23,0
RefreshChartResult,ChartId,TEXT,255,,,0,1,0
RefreshChartResult,ClientKey,TEXT,20,,,1,2,0
RefreshChartResult,ProjectKey,TEXT,20,,,1,3,0
RefreshChartResult,OverallStatus,TEXT,512,,,1,4,0
RefreshChartResult,L1CompletionDate,TIMESTAMP_NTZ,,,,1,5,0
ReportScheduler_log,ReportId,TEXT,255,,,1,1,0
ReportScheduler_log,ReportName,TEXT,150,,,1,2,0
ReportScheduler_log,ReportStartTime,TIMESTAMP_NTZ,,,,1,3,0
ReportScheduler_log,ReportEndTime,TIMESTAMP_NTZ,,,,1,4,0
ReportScheduler_log,ReportRecordCount,NUMBER,,38,0,1,5,0
ReportScheduler_log,ReportFilePath,TEXT,500,,,1,6,0
ReportScheduler_log,ReportFileName,TEXT,150,,,1,7,0
ReportScheduler_log,ReportDurationSeconds,NUMBER,,38,0,1,8,0
ReportScheduler_log,ReportCreatedTime,TIMESTAMP_NTZ,,,,1,9,0
ReportScheduler_log,ReportError,TEXT,300,,,1,10,0
ReportScheduler_log,ReportMailSendTime,TIMESTAMP_NTZ,,,,1,11,0
ReportScheduler_log,ReportMailResponse,TEXT,500,,,1,12,0
ReportScheduler_log,ReportRequestUser,TEXT,150,,,1,13,0
ReportScheduler_log,Create_timestamp,TIMESTAMP_NTZ,,,,1,14,0
ReportScheduler_log,Update_timestamp,TIMESTAMP_NTZ,,,,1,15,0
ReportScheduler_log,Status,TEXT,50,,,1,16,0
ReportScheduler_log,ErrorMessage,TEXT,500,,,1,17,0
ReportScheduling,ID,NUMBER,,38,0,0,1,0
ReportScheduling,FromDate,TIMESTAMP_NTZ,,,,1,2,0
ReportScheduling,ToDate,TIMESTAMP_NTZ,,,,1,3,0
ReportScheduling,CurrentDate,BOOLEAN,,,,1,4,0
ReportScheduling,ClientProjectId,TEXT,16777216,,,1,5,0
ReportScheduling,ReportType,TEXT,50,,,1,6,0
ReportScheduling,UserID,TEXT,15,,,1,7,0
ReportScheduling,RequestDate,TIMESTAMP_NTZ,,,,1,8,0
ReportScheduling,IsMail,TEXT,1,,,1,9,0
ReportScheduling,IsActive,TEXT,1,,,1,10,0
ReportScheduling,IsOnce,TEXT,1,,,1,11,0
ReportScheduling,ByHour,TEXT,50,,,1,12,0
ReportScheduling,ByDay,TEXT,50,,,1,13,0
ReportScheduling,OnTime,TEXT,50,,,1,14,0
ReportScheduling,ChartDateType,TEXT,50,,,1,15,0
ReportScheduling,OverAllStatus,TEXT,512,,,1,16,0
ReportScheduling,LevelNumber,TEXT,50,,,1,17,0
ReportScheduling,AllEmployees,TEXT,256,,,1,18,0
ReportScheduling,InvoiceLevel,TEXT,50,,,1,19,0
ReportScheduling,Descriptions,TEXT,500,,,1,20,0
ReportScheduling,ClientKey,TEXT,20,,,1,21,0
ReportScheduling,IsAllQueue,BOOLEAN,,,,1,22,0
ReportScheduling,ExpirationDate,TEXT,255,,,1,23,0
ReportSchedulingPriorityOrder,ID,NUMBER,,38,0,0,1,0
ReportSchedulingPriorityOrder,ReportType,TEXT,10,,,1,2,0
ReportSchedulingPriorityOrder,SortOrder,NUMBER,,38,0,1,3,0
ReportScheduling_Archive,ID,NUMBER,,38,0,0,1,0
ReportScheduling_Archive,FromDate,TIMESTAMP_NTZ,,,,1,2,0
ReportScheduling_Archive,ToDate,TIMESTAMP_NTZ,,,,1,3,0
ReportScheduling_Archive,CurrentDate,BOOLEAN,,,,1,4,0
ReportScheduling_Archive,ClientProjectId,TEXT,500,,,1,5,0
ReportScheduling_Archive,ReportType,TEXT,50,,,1,6,0
ReportScheduling_Archive,UserID,TEXT,15,,,1,7,0
ReportScheduling_Archive,RequestDate,TIMESTAMP_NTZ,,,,1,8,0
ReportScheduling_Archive,IsMail,TEXT,1,,,1,9,0
ReportScheduling_Archive,IsActive,TEXT,1,,,1,10,0
ReportScheduling_Archive,IsOnce,TEXT,1,,,1,11,0
ReportScheduling_Archive,ByHour,TEXT,50,,,1,12,0
ReportScheduling_Archive,ByDay,TEXT,50,,,1,13,0
ReportScheduling_Archive,OnTime,TEXT,50,,,1,14,0
ReportScheduling_Archive,ChartDateType,TEXT,50,,,1,15,0
ReportScheduling_Archive,OverAllStatus,TEXT,512,,,1,16,0
ReportScheduling_Archive,LevelNumber,TEXT,50,,,1,17,0
ReportScheduling_Archive,AllEmployees,TEXT,256,,,1,18,0
ReportScheduling_Archive,InvoiceLevel,TEXT,50,,,1,19,0
ReportScheduling_Archive,Descriptions,TEXT,500,,,1,20,0
SF_EPS_Headers_V3  noprojn,ChartId,TEXT,50,,,1,1,0
SF_EPS_Headers_V3  noprojn,ClientKey,TEXT,50,,,1,2,0
SF_EPS_Headers_V3  noprojn,Client,TEXT,50,,,1,3,0
SF_EPS_Headers_V3  noprojn,ProjectKey,TEXT,50,,,1,4,0
SF_EPS_Headers_V3  noprojn,LocalQueue,TEXT,50,,,1,5,0
SF_EPS_Headers_V3  noprojn,ClientMarket,TEXT,50,,,1,6,0
SF_EPS_Headers_V3  noprojn,Reference,TEXT,50,,,1,7,0
SF_EPS_Headers_V3  noprojn,FileName,TEXT,50,,,1,8,0
SF_EPS_Headers_V3  noprojn,Importeddate,TEXT,50,,,1,9,0
SF_EPS_Headers_V3  noprojn,ReceivedDate,TEXT,50,,,1,10,0
SF_EPS_Headers_V3  noprojn,OverallStatus,TEXT,50,,,1,11,0
SF_EPS_Headers_V3  noprojn,Encounters,TEXT,50,,,1,12,0
SF_EPS_Headers_V3  noprojn,L1StartDate,TEXT,50,,,1,13,0
SF_EPS_Headers_V3  noprojn,L1EndDate,TEXT,50,,,1,14,0
SF_EPS_Headers_V3  noprojn,L1TimeTaken,TEXT,50,,,1,15,0
SF_EPS_Headers_V3  noprojn,L1EmpID,TEXT,50,,,1,16,0
SF_EPS_Headers_V3  noprojn,L1Resource,TEXT,50,,,1,17,0
SF_EPS_Headers_V3  noprojn,L1StatusComment,TEXT,50,,,1,18,0
SF_EPS_Headers_V3  noprojn,L1NumberOfDxCodes,TEXT,50,,,1,19,0
SF_EPS_Headers_V3  noprojn,L2StartDate,TEXT,50,,,1,20,0
SF_EPS_Headers_V3  noprojn,L2EndDate,TEXT,50,,,1,21,0
SF_EPS_Headers_V3  noprojn,L2TimeTaken,TEXT,50,,,1,22,0
SF_EPS_Headers_V3  noprojn,L2EmpID,TEXT,50,,,1,23,0
SF_EPS_Headers_V3  noprojn,L2Resource,TEXT,50,,,1,24,0
SF_EPS_Headers_V3  noprojn,L2StatusComment,TEXT,50,,,1,25,0
SF_EPS_Headers_V3  noprojn,L2NumberOfDxCodes,TEXT,50,,,1,26,0
SF_EPS_Headers_V3  noprojn,L3StartDate,TEXT,50,,,1,27,0
SF_EPS_Headers_V3  noprojn,L3EndDate,TEXT,50,,,1,28,0
SF_EPS_Headers_V3  noprojn,L3TimeTaken,TEXT,50,,,1,29,0
SF_EPS_Headers_V3  noprojn,L3EmpID,TEXT,50,,,1,30,0
SF_EPS_Headers_V3  noprojn,L3Resource,TEXT,50,,,1,31,0
SF_EPS_Headers_V3  noprojn,L3StatusComment,TEXT,50,,,1,32,0
SF_EPS_Headers_V3  noprojn,L3NumberOfDxCodes,TEXT,50,,,1,33,0
SF_EPS_Headers_V3  noprojn,L1StickyNotes,TEXT,50,,,1,34,0
SF_EPS_Headers_V3  noprojn,L2StickyNotes,TEXT,50,,,1,35,0
SF_EPS_Headers_V3  noprojn,L3StickyNotes,TEXT,50,,,1,36,0
SF_EPS_Headers_V3  noprojn,Page,TEXT,50,,,1,37,0
SF_EPS_Headers_V3  noprojn,Specialty,TEXT,50,,,1,38,0
SF_EPS_Headers_V3  noprojn,Complexity,TEXT,50,,,1,39,0
SF_EPS_Headers_V3  noprojn,Clinic,TEXT,50,,,1,40,0
SF_EPS_Headers_V3  noprojn,MCCInvoiceDate,TEXT,50,,,1,41,0
SF_EPS_Headers_V3  noprojn,BillingSpecifics,TEXT,50,,,1,42,0
SF_EPS_Headers_V3  noprojn,MCCEpisourceInvoice,TEXT,50,,,1,43,0
SF_EPS_Headers_V3  noprojn,MCC_NotInvoicedReason,TEXT,50,,,1,44,0
SF_EPS_Headers_V3  noprojn,L1CompletionDate,TEXT,50,,,1,45,0
SF_EPS_Headers_V3  noprojn,L1InvalidDate,TEXT,50,,,1,46,0
SF_EPS_Headers_V3  noprojn,L1HoldDate,TEXT,50,,,1,47,0
SF_EPS_Headers_V3  noprojn,L2CompletionDate,TEXT,50,,,1,48,0
SF_EPS_Headers_V3  noprojn,L2InvalidDate,TEXT,50,,,1,49,0
SF_EPS_Headers_V3  noprojn,L2HoldDate,TEXT,50,,,1,50,0
SF_EPS_Headers_V3  noprojn,L3CompletionDate,TEXT,50,,,1,51,0
SF_EPS_Headers_V3  noprojn,L3InvalidDate,TEXT,50,,,1,52,0
SF_EPS_Headers_V3  noprojn,L3HoldDate,TEXT,50,,,1,53,0
SF_EPS_Headers_V3  noprojn,AuditCount,TEXT,50,,,1,54,0
SF_EPS_Headers_V3  noprojn,AuditErrorCount,TEXT,50,,,1,55,0
SF_EPS_Headers_V3_CSv,ChartId,TEXT,50,,,1,1,0
SF_EPS_Headers_V3_CSv,ClientKey,TEXT,50,,,1,2,0
SF_EPS_Headers_V3_CSv,Client,TEXT,50,,,1,3,0
SF_EPS_Headers_V3_CSv,ProjectKey,TEXT,50,,,1,4,0
SF_EPS_Headers_V3_CSv,ProjectName,TEXT,500,,,1,5,0
SF_EPS_Headers_V3_CSv,LocalQueue,TEXT,150,,,1,6,0
SF_EPS_Headers_V3_CSv,ClientMarket,TEXT,50,,,1,7,0
SF_EPS_Headers_V3_CSv,Reference,TEXT,50,,,1,8,0
