TABLE_NAME,COLUMN_NAME,DATA_TYPE,MAX_LENGTH,PRECISION,SCALE,IS_NULLABLE,COLUMN_ORDER,ROW_COUNT
SF_EPS_Headers_V3_CSv,FileName,TEXT,150,,,1,9,0
SF_EPS_Headers_V3_CSv,Importeddate,TEXT,50,,,1,10,0
SF_EPS_Headers_V3_CSv,ReceivedDate,TEXT,50,,,1,11,0
SF_EPS_Headers_V3_CSv,OverallStatus,TEXT,50,,,1,12,0
SF_EPS_Headers_V3_CSv,Encounters,TEXT,50,,,1,13,0
SF_EPS_Headers_V3_CSv,L1StartDate,TEXT,50,,,1,14,0
SF_EPS_Headers_V3_CSv,L1EndDate,TEXT,50,,,1,15,0
SF_EPS_Headers_V3_CSv,L1TimeTaken,TEXT,50,,,1,16,0
SF_EPS_Headers_V3_CSv,L1EmpID,TEXT,50,,,1,17,0
SF_EPS_Headers_V3_CSv,L1Resource,TEXT,50,,,1,18,0
SF_EPS_Headers_V3_CSv,L1StatusComment,TEXT,50,,,1,19,0
SF_EPS_Headers_V3_CSv,L1NumberOfDxCodes,TEXT,50,,,1,20,0
SF_EPS_Headers_V3_CSv,L2StartDate,TEXT,50,,,1,21,0
SF_EPS_Headers_V3_CSv,L2EndDate,TEXT,50,,,1,22,0
SF_EPS_Headers_V3_CSv,L2TimeTaken,TEXT,50,,,1,23,0
SF_EPS_Headers_V3_CSv,L2EmpID,TEXT,50,,,1,24,0
SF_EPS_Headers_V3_CSv,L2Resource,TEXT,50,,,1,25,0
SF_EPS_Headers_V3_CSv,L2StatusComment,TEXT,50,,,1,26,0
SF_EPS_Headers_V3_CSv,L2NumberOfDxCodes,TEXT,50,,,1,27,0
SF_EPS_Headers_V3_CSv,L3StartDate,TEXT,50,,,1,28,0
SF_EPS_Headers_V3_CSv,L3EndDate,TEXT,50,,,1,29,0
SF_EPS_Headers_V3_CSv,L3TimeTaken,TEXT,50,,,1,30,0
SF_EPS_Headers_V3_CSv,L3EmpID,TEXT,50,,,1,31,0
SF_EPS_Headers_V3_CSv,L3Resource,TEXT,50,,,1,32,0
SF_EPS_Headers_V3_CSv,L3StatusComment,TEXT,50,,,1,33,0
SF_EPS_Headers_V3_CSv,L3NumberOfDxCodes,TEXT,50,,,1,34,0
SF_EPS_Headers_V3_CSv,L1StickyNotes,TEXT,50,,,1,35,0
SF_EPS_Headers_V3_CSv,L2StickyNotes,TEXT,50,,,1,36,0
SF_EPS_Headers_V3_CSv,L3StickyNotes,TEXT,50,,,1,37,0
SF_EPS_Headers_V3_CSv,Page,TEXT,50,,,1,38,0
SF_EPS_Headers_V3_CSv,Specialty,TEXT,50,,,1,39,0
SF_EPS_Headers_V3_CSv,Complexity,TEXT,50,,,1,40,0
SF_EPS_Headers_V3_CSv,Clinic,TEXT,50,,,1,41,0
SF_EPS_Headers_V3_CSv,MCCInvoiceDate,TEXT,50,,,1,42,0
SF_EPS_Headers_V3_CSv,BillingSpecifics,TEXT,50,,,1,43,0
SF_EPS_Headers_V3_CSv,MCCEpisourceInvoice,TEXT,50,,,1,44,0
SF_EPS_Headers_V3_CSv,MCC_NotInvoicedReason,TEXT,50,,,1,45,0
SF_EPS_Headers_V3_CSv,L1CompletionDate,TEXT,50,,,1,46,0
SF_EPS_Headers_V3_CSv,L1InvalidDate,TEXT,50,,,1,47,0
SF_EPS_Headers_V3_CSv,L1HoldDate,TEXT,50,,,1,48,0
SF_EPS_Headers_V3_CSv,L2CompletionDate,TEXT,50,,,1,49,0
SF_EPS_Headers_V3_CSv,L2InvalidDate,TEXT,50,,,1,50,0
SF_EPS_Headers_V3_CSv,L2HoldDate,TEXT,50,,,1,51,0
SF_EPS_Headers_V3_CSv,L3CompletionDate,TEXT,50,,,1,52,0
SF_EPS_Headers_V3_CSv,L3InvalidDate,TEXT,50,,,1,53,0
SF_EPS_Headers_V3_CSv,L3HoldDate,TEXT,50,,,1,54,0
SF_EPS_Headers_V3_CSv,AuditCount,TEXT,50,,,1,55,0
SF_EPS_Headers_V3_CSv,AuditErrorCount,TEXT,50,,,1,56,0
SSISConfigurations_EPS,ConfigurationFilter,TEXT,127,,,0,1,0
SSISConfigurations_EPS,ConfiguredValue,TEXT,127,,,1,2,0
SSISConfigurations_EPS,PackagePath,TEXT,127,,,0,3,0
SSISConfigurations_EPS,ConfiguredValueType,TEXT,10,,,0,4,0
SetPriority,FromData,TEXT,255,,,1,1,0
SetPriority,ToData,TEXT,255,,,1,2,0
SetPriority,Priority,NUMBER,,38,0,1,3,0
SetPriority,ClientProjectID,NUMBER,,38,0,1,4,0
SetPriority,PriorityType,NUMBER,,38,0,1,5,0
SheetQueue,S#No,FLOAT,,,,1,1,0
SheetQueue,2024 Project Key,FLOAT,,,,1,2,0
SheetQueue,Project Name,TEXT,127,,,1,3,0
SheetQueue,2024 queue Name,TEXT,127,,,1,4,0
SheetQueue,2025 Project Key,FLOAT,,,,1,5,0
SheetQueue,2025 Project Name,TEXT,127,,,1,6,0
SheetQueue,2025 Queue Name,TEXT,127,,,1,7,0
StageLogL2Backlog,Id,NUMBER,,38,0,0,1,0
StageLogL2Backlog,Error,TEXT,16777216,,,0,2,0
Stage_Chart_L2_Backlog,Id,TEXT,255,,,0,1,0
Stage_Chart_L2_Backlog,ProjectKey,TEXT,20,,,0,2,0
Stage_Chart_L2_Backlog,Queue,TEXT,255,,,0,3,0
Stage_Chart_L2_Backlog,ChartId,TEXT,255,,,0,4,0
Stage_Chart_L2_Backlog,ClientKey,TEXT,255,,,0,5,0
Stage_Chart_L2_Backlog,ClientReference,TEXT,250,,,0,6,0
Stg_ChartAudit_Archive,Id,TEXT,255,,,0,1,0
Stg_ChartAudit_Archive,ChartMoreInfoId,TEXT,255,,,0,2,0
Stg_ChartAudit_Archive,PageNumbers,TEXT,50,,,0,3,0
Stg_ChartAudit_Archive,CorrectedValue,TEXT,50,,,0,4,0
Stg_ChartAudit_Archive,Comments,TEXT,16777216,,,0,5,0
Stg_ChartAudit_Archive,AdditionalComments,TEXT,16777216,,,1,6,0
Stg_ChartAudit_Archive,ErrorCategoryId,NUMBER,,38,0,0,7,0
Stg_ChartAudit_Archive,ErrorSubCategoryId,NUMBER,,38,0,0,8,0
Stg_ChartAudit_Archive,LastUpdatedDate,TIMESTAMP_NTZ,,,,1,9,0
Stg_ChartAudit_Archive,L3LevelDisagreeId,NUMBER,,38,0,1,10,0
Stg_ChartAudit_Archive,IsOpen,TEXT,2,,,1,11,0
Stg_ChartAudit_Archive,IsAgree,BOOLEAN,,,,1,12,0
Stg_ChartAudit_Archive,AgreeDisAgreeReason,TEXT,500,,,1,13,0
Stg_ChartAudit_Archive,Agreestatus,TEXT,50,,,1,14,0
Stg_ChartAudit_Archive,IsOpenAdmin,BOOLEAN,,,,1,15,0
Stg_ChartAudit_Archive,ErrorStatusAdmin,TEXT,255,,,1,16,0
Stg_ChartAudit_Archive,Rationale,TEXT,500,,,1,17,0
Stg_ChartAudit_Archive,AdminAuditedBy,TEXT,255,,,1,18,0
Stg_ChartAudit_Archive,AdminAuditedDate,TIMESTAMP_NTZ,,,,1,19,0
Stg_ChartAudit_Archive,FinalError,TEXT,15,,,1,20,0
Stg_ChartAudit_Archive,L1L2_ErrorClosingDate,TIMESTAMP_NTZ,,,,1,21,0
Stg_ChartAudit_Archive,PrimaryKeyID,NUMBER,,38,0,0,22,0
Stg_ChartInfo_Archive,Id,TEXT,255,,,0,1,0
Stg_ChartInfo_Archive,ClientProjectId,NUMBER,,38,0,0,2,0
Stg_ChartInfo_Archive,ClientMarket,TEXT,512,,,1,3,0
Stg_ChartInfo_Archive,ReceivedDate,TIMESTAMP_NTZ,,,,0,4,0
Stg_ChartInfo_Archive,ClientReference,TEXT,40,,,1,5,0
Stg_ChartInfo_Archive,FileName,TEXT,512,,,0,6,0
Stg_ChartInfo_Archive,NoOfPages,NUMBER,,38,0,1,7,0
Stg_ChartInfo_Archive,OverallStatus,TEXT,512,,,1,8,0
Stg_ChartInfo_Archive,UploadedDate,TIMESTAMP_NTZ,,,,0,9,0
Stg_ChartInfo_Archive,UploadedBy,TEXT,255,,,0,10,0
Stg_ChartInfo_Archive,Page,TEXT,10,,,1,11,0
Stg_ChartInfo_Archive,Specialty,TEXT,255,,,1,12,0
Stg_ChartInfo_Archive,Complexity,TEXT,255,,,1,13,0
Stg_ChartInfo_Archive,Clinic,TEXT,255,,,1,14,0
Stg_ChartMoreInfo_Archive,Id,TEXT,255,,,0,1,0
Stg_ChartMoreInfo_Archive,ChartId,TEXT,255,,,0,2,0
Stg_ChartMoreInfo_Archive,LevelStatusId,NUMBER,,38,0,0,3,0
Stg_ChartMoreInfo_Archive,LevelStatusCommentId,NUMBER,,38,0,1,4,0
Stg_ChartMoreInfo_Archive,LevelUpdatedBy,TEXT,255,,,0,5,0
Stg_ChartMoreInfo_Archive,LevelNumber,NUMBER,,38,0,0,6,0
Stg_ChartMoreInfo_Archive,LevelStartDate,TIMESTAMP_NTZ,,,,1,7,0
Stg_ChartMoreInfo_Archive,LevelEndDate,TIMESTAMP_NTZ,,,,1,8,0
Stg_ChartMoreInfo_Archive,NumberOfDxCode,NUMBER,,38,0,1,9,0
Stg_ChartMoreInfo_Archive,CompletionDate,TIMESTAMP_NTZ,,,,1,10,0
Stg_ChartMoreInfo_Archive,InvalidDate,TIMESTAMP_NTZ,,,,1,11,0
Stg_ChartMoreInfo_Archive,HoldDate,TIMESTAMP_NTZ,,,,1,12,0
Stg_ChartMoreInfo_Archive,StickyNotes,TEXT,3000,,,1,13,0
Stg_ChartProduction_Archive,Id,TEXT,255,,,0,1,0
Stg_ChartProduction_Archive,ChartMoreInfoId,TEXT,255,,,1,2,0
Stg_ChartProduction_Archive,LevelNumber,NUMBER,,38,0,1,3,0
Stg_ChartProduction_Archive,StartDatetime,TIMESTAMP_NTZ,,,,1,4,0
Stg_ChartProduction_Archive,EndDatetime,TIMESTAMP_NTZ,,,,1,5,0
Stg_ChartProduction_Archive,LevelStatusId,NUMBER,,38,0,1,6,0
Stg_ChartProduction_Archive,LevelStatusCommentId,NUMBER,,38,0,1,7,0
Stg_ChartProduction_Archive,LevelUpdatedBy,TEXT,255,,,0,8,0
TempAdminUserAccessRevoke,UserName,TEXT,15,,,1,1,0
TempAdminUserAccessRevoke,Project,TEXT,255,,,1,2,0
TempAdminUserAccessRevoke,Queue,TEXT,255,,,1,3,0
TempAdminUserAccessRevoke,LevelNumber,NUMBER,,38,0,1,4,0
TempAdminUserAccessRevoke,ClientProjectID,TEXT,255,,,1,5,0
TempAdminUserAccessRevoke,EmployeeID,TEXT,255,,,1,6,0
TempChartPageNo_19Oct2023,ChartID,TEXT,255,,,0,1,0
TempChartPageNo_19Oct2023,Page,TEXT,10,,,1,2,0
TempInactivateUserAccess,UserName,TEXT,15,,,1,1,0
TempInactivateUserAccess,Project,TEXT,255,,,1,2,0
TempInactivateUserAccess,Queue,TEXT,255,,,1,3,0
TempInactivateUserAccess,LevelNumber,NUMBER,,38,0,1,4,0
TempInactivateUserAccess,ClientProjectID,TEXT,255,,,1,5,0
TempInactivateUserAccess,EmployeeID,TEXT,255,,,1,6,0
Tmp_EpinSummaryChart,ChartId,TEXT,255,,,0,1,0
Tmp_EpinSummaryChart,Client,TEXT,255,,,1,2,0
Tmp_EpinSummaryChart,Project,TEXT,255,,,1,3,0
Tmp_EpinSummaryChart,ClientMarket,TEXT,512,,,1,4,0
Tmp_EpinSummaryChart,UploadedDate,TIMESTAMP_NTZ,,,,0,5,0
Tmp_EpinSummaryChart,ReceivedDate,TIMESTAMP_NTZ,,,,0,6,0
Tmp_EpinSummaryChart,OverallStatus,TEXT,512,,,1,7,0
Tmp_EpinSummaryChart,L1StartDate,TIMESTAMP_NTZ,,,,1,8,0
Tmp_EpinSummaryChart,L1EndDate,TIMESTAMP_NTZ,,,,1,9,0
Tmp_EpinSummaryChart,L1TimeTaken,NUMBER,,38,0,1,10,0
Tmp_EpinSummaryChart,L1FirstName,TEXT,255,,,1,11,0
Tmp_EpinSummaryChart,L1LastName,TEXT,255,,,1,12,0
Tmp_EpinSummaryChart,L1UserName,TEXT,128,,,1,13,0
Tmp_EpinSummaryChart,L1NumberOfDxCodes,NUMBER,,38,0,1,14,0
Tmp_EpinSummaryChart,L2StartDate,TIMESTAMP_NTZ,,,,1,15,0
Tmp_EpinSummaryChart,L2EndDate,TIMESTAMP_NTZ,,,,1,16,0
Tmp_EpinSummaryChart,L2TimeTaken,NUMBER,,38,0,1,17,0
Tmp_EpinSummaryChart,L2FirstName,TEXT,255,,,1,18,0
Tmp_EpinSummaryChart,L2LastName,TEXT,255,,,1,19,0
Tmp_EpinSummaryChart,L2UserName,TEXT,128,,,1,20,0
Tmp_EpinSummaryChart,L2NumberOfDxCodes,NUMBER,,38,0,1,21,0
Tmp_EpinSummaryChart,L3StartDate,TIMESTAMP_NTZ,,,,1,22,0
Tmp_EpinSummaryChart,L3EndDate,TIMESTAMP_NTZ,,,,1,23,0
Tmp_EpinSummaryChart,L3TimeTaken,NUMBER,,38,0,1,24,0
Tmp_EpinSummaryChart,L3FirstName,TEXT,255,,,1,25,0
Tmp_EpinSummaryChart,L3LastName,TEXT,255,,,1,26,0
Tmp_EpinSummaryChart,L3UserName,TEXT,128,,,1,27,0
Tmp_EpinSummaryChart,L3NumberOfDxCodes,NUMBER,,38,0,1,28,0
Tmp_EpinSummaryChart,AuditCount,NUMBER,,38,0,1,29,0
Tmp_EpinSummaryChart,L1CompletionDate,TIMESTAMP_NTZ,,,,1,30,0
Tmp_EpinSummaryChart,L1InvalidDate,TIMESTAMP_NTZ,,,,1,31,0
Tmp_EpinSummaryChart,L1HoldDate,TIMESTAMP_NTZ,,,,1,32,0
Tmp_EpinSummaryChart,L2CompletionDate,TIMESTAMP_NTZ,,,,1,33,0
Tmp_EpinSummaryChart,L2InvalidDate,TIMESTAMP_NTZ,,,,1,34,0
Tmp_EpinSummaryChart,L2HoldDate,TIMESTAMP_NTZ,,,,1,35,0
Tmp_EpinSummaryChart,L3CompletionDate,TIMESTAMP_NTZ,,,,1,36,0
Tmp_EpinSummaryChart,L3InvalidDate,TIMESTAMP_NTZ,,,,1,37,0
Tmp_EpinSummaryChart,L3HoldDate,TIMESTAMP_NTZ,,,,1,38,0
Tmp_EpinSummaryChart,AuditErrorCount,NUMBER,,38,0,1,39,0
Tmp_EpinSummaryChart,NoOfEncounters,NUMBER,,38,0,1,40,0
Tmp_EpinSummaryChart,ClientKey,TEXT,20,,,1,41,0
Tmp_EpinSummaryChart,ProjectKey,TEXT,20,,,1,42,0
UserAdminRemoveList,UserName,TEXT,127,,,1,1,0
UserAdminRemoveList,FirstName,TEXT,127,,,1,2,0
UserAdminRemoveList,LastName,TEXT,127,,,1,3,0
UserAdminRemoveList,Project,TEXT,127,,,1,4,0
UserAdminRemoveList,Queue,TEXT,127,,,1,5,0
UserAdminRemoveList,LocationName,TEXT,127,,,1,6,0
UserAdminRemoveList,ClientProjectId,NUMBER,,38,0,1,7,0
UserLastAccessedProject,ID,NUMBER,,38,0,0,1,0
UserLastAccessedProject,UserID,TEXT,150,,,0,2,0
UserLastAccessedProject,ClientProjectId,NUMBER,,38,0,0,3,0
UserLastAccessedProject,create_timestamp,TIMESTAMP_NTZ,,,,0,4,0
UserLastAccessedProject,Update_timestamp,TIMESTAMP_NTZ,,,,0,5,0
UserLogs,Id,NUMBER,,38,0,0,1,0
UserLogs,UserID,TEXT,150,,,1,2,0
UserLogs,PageName,TEXT,150,,,1,3,0
UserLogs,URL,TEXT,300,,,1,4,0
UserLogs,SessionID,TEXT,150,,,1,5,0
UserLogs,Sessiontime,TIMESTAMP_NTZ,,,,1,6,0
UserLogs,ClientProjectId,NUMBER,,38,0,1,7,0
UserLogs,BrowserName,TEXT,150,,,1,8,0
UserLogs,IPAddress,TEXT,150,,,1,9,0
UserLogs,Comment,TEXT,300,,,1,10,0
UserRemove_list,UserName,TEXT,127,,,1,1,0
UserRemove_list,FirstName,TEXT,127,,,1,2,0
UserRemove_list,LastName,TEXT,127,,,1,3,0
UserRemove_list,Project,TEXT,127,,,1,4,0
UserRemove_list,Queue,TEXT,127,,,1,5,0
UserRemove_list,LocationName,TEXT,127,,,1,6,0
UserRemove_list,LevelNumber,FLOAT,,,,1,7,0
UserRemove_list,IsAdmin,BOOLEAN,,,,0,8,0
UserRemove_list,IsReportUser,BOOLEAN,,,,0,9,0
UserRemove_list,Status,BOOLEAN,,,,0,10,0
UserRemove_list,IsLockedOut,BOOLEAN,,,,0,11,0
UserRemove_list,ClientProjectId,NUMBER,,38,0,1,12,0
User_DataRAP_AuditTrail,ID,NUMBER,,38,0,0,1,0
User_DataRAP_AuditTrail,DataRAPUserID,TEXT,250,,,1,2,0
User_DataRAP_AuditTrail,DataRAPPassword,TEXT,250,,,1,3,0
User_DataRAP_AuditTrail,RSATokenNo,TEXT,250,,,1,4,0
User_DataRAP_AuditTrail,eCWPassword,TEXT,250,,,1,5,0
User_DataRAP_AuditTrail,UserID,TEXT,250,,,1,6,0
User_DataRAP_AuditTrail,ClientProjectId,NUMBER,,38,0,1,7,0
User_DataRAP_AuditTrail,CreatedDate,TIMESTAMP_NTZ,,,,1,8,0
WellmedProjectRemap,ChartId,FLOAT,,,,1,1,0
WellmedProjectRemap,Client Key,TEXT,127,,,1,2,0
WellmedProjectRemap,Client,TEXT,127,,,1,3,0
WellmedProjectRemap,Project Key,TEXT,127,,,1,4,0
WellmedProjectRemap,Project,TEXT,127,,,1,5,0
WellmedProjectRemap,Queue,TEXT,127,,,1,6,0
WellmedProjectRemap,ClientMarket,TEXT,127,,,1,7,0
WellmedProjectRemap,Reference,TEXT,127,,,1,8,0
WellmedProjectRemap,GMPI,TEXT,127,,,1,9,0
WellmedProjectRemap,Imported date,TIMESTAMP_NTZ,,,,1,10,0
WellmedProjectRemap,ReceivedDate,TIMESTAMP_NTZ,,,,1,11,0
WellmedProjectRemap,OverallStatus,TEXT,127,,,1,12,0
WellmedProjectRemap,#Encounters,FLOAT,,,,1,13,0
WellmedProjectRemap,L1StartDate,TIMESTAMP_NTZ,,,,1,14,0
WellmedProjectRemap,L1EndDate,TIMESTAMP_NTZ,,,,1,15,0
WellmedProjectRemap,L1TimeTaken,FLOAT,,,,1,16,0
WellmedProjectRemap,L1Resource,TEXT,127,,,1,17,0
WellmedProjectRemap,L1StatusComment,TEXT,127,,,1,18,0
WellmedProjectRemap,L1NumberOfDxCodes,FLOAT,,,,1,19,0
WellmedProjectRemap,L2StartDate,TEXT,127,,,1,20,0
WellmedProjectRemap,L2EndDate,TEXT,127,,,1,21,0
WellmedProjectRemap,L2TimeTaken,TEXT,127,,,1,22,0
WellmedProjectRemap,L2Resource,TEXT,127,,,1,23,0
WellmedProjectRemap,L2StatusComment,TEXT,127,,,1,24,0
WellmedProjectRemap,L2NumberOfDxCodes,TEXT,127,,,1,25,0
WellmedProjectRemap,L2AuditCount,FLOAT,,,,1,26,0
WellmedProjectRemap,L2AdminAuditCount,FLOAT,,,,1,27,0
WellmedProjectRemap,L3StartDate,TEXT,127,,,1,28,0
WellmedProjectRemap,L3EndDate,TEXT,127,,,1,29,0
WellmedProjectRemap,L3TimeTaken,TEXT,127,,,1,30,0
WellmedProjectRemap,L3Resource,TEXT,127,,,1,31,0
WellmedProjectRemap,L3StatusComment,TEXT,127,,,1,32,0
WellmedProjectRemap,L3NumberOfDxCodes,TEXT,127,,,1,33,0
WellmedProjectRemap,L3AuditCount,FLOAT,,,,1,34,0
WellmedProjectRemap,L3AdminAuditCount,FLOAT,,,,1,35,0
WellmedProjectRemap,AuditCount,FLOAT,,,,1,36,0
WellmedProjectRemap,L1StickyNotes,TEXT,127,,,1,37,0
WellmedProjectRemap,L2StickyNotes,TEXT,127,,,1,38,0
WellmedProjectRemap,L3StickyNotes,TEXT,127,,,1,39,0
WellmedProjectRemap,Page,TEXT,127,,,1,40,0
WellmedProjectRemap,Specialty,TEXT,127,,,1,41,0
WellmedProjectRemap,Complexity,TEXT,127,,,1,42,0
WellmedProjectRemap,Clinic,TEXT,127,,,1,43,0
XStage_Chart,ClientProjectId,NUMBER,,38,0,1,1,0
XStage_Chart,ChartId,NUMBER,,38,0,1,2,0
XStage_Chart,ClientKey,TEXT,20,,,1,3,0
XStage_Chart,ProjectKey,TEXT,20,,,1,4,0
XStage_Chart,Client,TEXT,255,,,1,5,0
XStage_Chart,Project,TEXT,255,,,1,6,0
XStage_Chart,Uploadedby,TEXT,100,,,1,7,0
XStage_Chart,ClientReference,TEXT,40,,,1,8,0
XStage_Chart,FileName,TEXT,512,,,1,9,0
XStage_Chart,ReceivedDate,TIMESTAMP_NTZ,,,,1,10,0
Xtmp_chart,id,NUMBER,,38,0,0,1,0
activity_log,log_id,NUMBER,,38,0,0,1,0
activity_log,log_run_id,NUMBER,,38,0,1,2,0
activity_log,log_timestamp,TIMESTAMP_NTZ,,,,1,3,0
activity_log,log_message,TEXT,250,,,1,4,0
aspnet_Applications,ApplicationName,TEXT,128,,,0,1,0
aspnet_Applications,LoweredApplicationName,TEXT,128,,,0,2,0
aspnet_Applications,ApplicationId,TEXT,255,,,0,3,0
aspnet_Applications,Description,TEXT,128,,,1,4,0
aspnet_Membership,ApplicationId,TEXT,255,,,0,1,0
aspnet_Membership,UserId,TEXT,255,,,0,2,0
aspnet_Membership,Password,TEXT,64,,,0,3,0
aspnet_Membership,PasswordFormat,NUMBER,,38,0,0,4,0
aspnet_Membership,PasswordSalt,TEXT,64,,,0,5,0
aspnet_Membership,MobilePIN,TEXT,8,,,1,6,0
aspnet_Membership,Email,TEXT,128,,,1,7,0
aspnet_Membership,LoweredEmail,TEXT,128,,,1,8,0
aspnet_Membership,PasswordQuestion,TEXT,128,,,1,9,0
aspnet_Membership,PasswordAnswer,TEXT,64,,,1,10,0
aspnet_Membership,IsApproved,BOOLEAN,,,,0,11,0
aspnet_Membership,IsLockedOut,BOOLEAN,,,,0,12,0
aspnet_Membership,CreateDate,TIMESTAMP_NTZ,,,,0,13,0
aspnet_Membership,LastLoginDate,TIMESTAMP_NTZ,,,,0,14,0
aspnet_Membership,LastPasswordChangedDate,TIMESTAMP_NTZ,,,,0,15,0
aspnet_Membership,LastLockoutDate,TIMESTAMP_NTZ,,,,0,16,0
aspnet_Membership,FailedPasswordAttemptCount,NUMBER,,38,0,0,17,0
aspnet_Membership,FailedPasswordAttemptWindowStart,TIMESTAMP_NTZ,,,,0,18,0
aspnet_Membership,FailedPasswordAnswerAttemptCount,NUMBER,,38,0,0,19,0
aspnet_Membership,FailedPasswordAnswerAttemptWindowStart,TIMESTAMP_NTZ,,,,0,20,0
aspnet_Membership,Comment,TEXT,255,,,1,21,0
aspnet_Paths,ApplicationId,TEXT,255,,,0,1,0
aspnet_Paths,PathId,TEXT,255,,,0,2,0
aspnet_Paths,Path,TEXT,128,,,0,3,0
aspnet_Paths,LoweredPath,TEXT,128,,,0,4,0
aspnet_PersonalizationAllUsers,PathId,TEXT,255,,,0,1,0
aspnet_PersonalizationAllUsers,PageSettings,TEXT,255,,,0,2,0
aspnet_PersonalizationAllUsers,LastUpdatedDate,TIMESTAMP_NTZ,,,,0,3,0
aspnet_PersonalizationPerUser,Id,TEXT,255,,,0,1,0
aspnet_PersonalizationPerUser,PathId,TEXT,255,,,1,2,0
aspnet_PersonalizationPerUser,UserId,TEXT,255,,,1,3,0
aspnet_PersonalizationPerUser,PageSettings,TEXT,255,,,0,4,0
aspnet_PersonalizationPerUser,LastUpdatedDate,TIMESTAMP_NTZ,,,,0,5,0
aspnet_Profile,UserId,TEXT,255,,,0,1,0
aspnet_Profile,PropertyNames,TEXT,255,,,0,2,0
aspnet_Profile,PropertyValuesString,TEXT,255,,,0,3,0
aspnet_Profile,PropertyValuesBinary,TEXT,255,,,0,4,0
aspnet_Profile,LastUpdatedDate,TIMESTAMP_NTZ,,,,0,5,0
aspnet_Roles,ApplicationId,TEXT,255,,,0,1,0
aspnet_Roles,RoleId,TEXT,255,,,0,2,0
aspnet_Roles,RoleName,TEXT,128,,,0,3,0
aspnet_Roles,LoweredRoleName,TEXT,128,,,0,4,0
aspnet_Roles,Description,TEXT,128,,,1,5,0
aspnet_SchemaVersions,Feature,TEXT,64,,,0,1,0
aspnet_SchemaVersions,CompatibleSchemaVersion,TEXT,64,,,0,2,0
aspnet_SchemaVersions,IsCurrentVersion,BOOLEAN,,,,0,3,0
aspnet_Users,ApplicationId,TEXT,255,,,0,1,0
aspnet_Users,UserId,TEXT,255,,,0,2,0
aspnet_Users,UserName,TEXT,128,,,0,3,0
aspnet_Users,LoweredUserName,TEXT,128,,,0,4,0
aspnet_Users,MobileAlias,TEXT,8,,,1,5,0
aspnet_Users,IsAnonymous,BOOLEAN,,,,0,6,0
aspnet_Users,LastActivityDate,TIMESTAMP_NTZ,,,,0,7,0
aspnet_Users,OptumUserName,TEXT,128,,,1,8,0
aspnet_Users,OptumUserUpdated,TIMESTAMP_NTZ,,,,1,9,0
aspnet_UsersInRoles,UserId,TEXT,255,,,0,1,0
aspnet_UsersInRoles,RoleId,TEXT,255,,,0,2,0
aspnet_Users_15112024,ApplicationId,TEXT,255,,,0,1,0
aspnet_Users_15112024,UserId,TEXT,255,,,0,2,0
aspnet_Users_15112024,UserName,TEXT,128,,,0,3,0
aspnet_Users_15112024,LoweredUserName,TEXT,128,,,0,4,0
aspnet_Users_15112024,MobileAlias,TEXT,8,,,1,5,0
aspnet_Users_15112024,IsAnonymous,BOOLEAN,,,,0,6,0
aspnet_Users_15112024,LastActivityDate,TIMESTAMP_NTZ,,,,0,7,0
aspnet_Users_15112024,esplid,TEXT,300,,,1,8,0
aspnet_WebEvent_Events,EventId,TEXT,32,,,0,1,0
aspnet_WebEvent_Events,EventTimeUtc,TIMESTAMP_NTZ,,,,0,2,0
aspnet_WebEvent_Events,EventTime,TIMESTAMP_NTZ,,,,0,3,0
aspnet_WebEvent_Events,EventType,TEXT,128,,,0,4,0
aspnet_WebEvent_Events,EventSequence,NUMBER,,19,0,0,5,0
aspnet_WebEvent_Events,EventOccurrence,NUMBER,,19,0,0,6,0
aspnet_WebEvent_Events,EventCode,NUMBER,,38,0,0,7,0
aspnet_WebEvent_Events,EventDetailCode,NUMBER,,38,0,0,8,0
aspnet_WebEvent_Events,Message,TEXT,512,,,1,9,0
aspnet_WebEvent_Events,ApplicationPath,TEXT,128,,,1,10,0
aspnet_WebEvent_Events,ApplicationVirtualPath,TEXT,128,,,1,11,0
aspnet_WebEvent_Events,MachineName,TEXT,128,,,0,12,0
aspnet_WebEvent_Events,RequestUrl,TEXT,512,,,1,13,0
aspnet_WebEvent_Events,ExceptionType,TEXT,128,,,1,14,0
aspnet_WebEvent_Events,Details,TEXT,255,,,1,15,0
chartbeforeupdate_240325,UploadedDate,TIMESTAMP_NTZ,,,,0,1,0
chartbeforeupdate_240325,receiveddate,TIMESTAMP_NTZ,,,,0,2,0
chartbeforeupdate_240325,LevelStartDate,TIMESTAMP_NTZ,,,,1,3,0
chartbeforeupdate_240325,LevelEndDate,TIMESTAMP_NTZ,,,,1,4,0
chartbeforeupdate_240325,NumberOfDxCode,NUMBER,,38,0,1,5,0
chartbeforeupdate_240325,completiondate,TIMESTAMP_NTZ,,,,1,6,0
chartbeforeupdate_240325,StartDatetime,TIMESTAMP_NTZ,,,,1,7,0
chartbeforeupdate_240325,EndDatetime,TIMESTAMP_NTZ,,,,1,8,0
chartbeforeupdate_240325,id,TEXT,255,,,0,9,0
collection_metadata,command,TEXT,2000,,,1,1,1
collection_metadata,collection_interval,TEXT,255,,,0,2,1
collection_metadata,oqs_mode,TEXT,20,,,0,3,1
collection_metadata,oqs_classic_db,TEXT,128,,,0,4,1
